latitude,longitude,dataset_id,common_name,date_time
12.1935,-68.295,753,Loggerhead,08-Jul-2004
12.1706666666667,-68.306,753,Loggerhead,09-Jul-2004
12.89625,-69.5635,753,Loggerhead,12-Jul-2004
13.15025,-70.1575,753,Loggerhead,13-Jul-2004
13.4606666666667,-71.3806666666667,753,Loggerhead,15-Jul-2004
14.8465,-78.183,753,Loggerhead,16-Jul-2004
13.71,-72.988,753,Loggerhead,17-Jul-2004
13.969,-73.896,753,Loggerhead,18-Jul-2004
13.949,-74.747,753,Loggerhead,19-Jul-2004
13.943,-75.254,753,Loggerhead,20-Jul-2004
14.098,-76.47,753,Loggerhead,21-Jul-2004
14.1105,-77.1155,753,Loggerhead,22-Jul-2004
14.27875,-77.6465,753,Loggerhead,23-Jul-2004
14.9223333333333,-78.958,753,Loggerhead,24-Jul-2004
15.295,-79.8673333333333,753,Loggerhead,25-Jul-2004
15.6662,-80.2552,753,Loggerhead,26-Jul-2004
16.2516,-80.8248,753,Loggerhead,27-Jul-2004
16.7,-81.344,753,Loggerhead,28-Jul-2004
16.7702,-81.9816,753,Loggerhead,29-Jul-2004
16.616,-82.154,753,Loggerhead,30-Jul-2004
16.208,-82.2165,753,Loggerhead,01-Aug-2004
15.835,-81.983,753,Loggerhead,03-Aug-2004
15.711,-81.974,753,Loggerhead,04-Aug-2004
15.75575,-81.95375,753,Loggerhead,05-Aug-2004
15.763,-81.9735,753,Loggerhead,06-Aug-2004
15.7505,-81.9515,753,Loggerhead,08-Aug-2004
15.751,-81.983,753,Loggerhead,09-Aug-2004
15.767,-81.964,753,Loggerhead,10-Aug-2004
15.7453333333333,-81.9693333333333,753,Loggerhead,11-Aug-2004
15.7273333333333,-81.974,753,Loggerhead,13-Aug-2004
15.765,-81.957,753,Loggerhead,14-Aug-2004
15.771,-81.958,753,Loggerhead,15-Aug-2004
15.73475,-81.9535,753,Loggerhead,16-Aug-2004
15.784,-81.958,753,Loggerhead,17-Aug-2004
